user_id,name,email,password,zipcode
928,name928,NULL,abc,55408
929,name929,NULL,abc,53711
930,name930,NULL,abc,07310
931,name931,NULL,abc,33556
932,name932,NULL,abc,06437
933,name933,NULL,abc,48105
934,name934,NULL,abc,22902
935,name935,NULL,abc,66221
936,name936,NULL,abc,32789
937,name937,NULL,abc,98072
938,name938,NULL,abc,55038
939,name939,NULL,abc,33319
940,name940,NULL,abc,02215
941,name941,NULL,abc,97229
942,penn,NULL,abc,15022
943,texas,NULL,abc,78209
944,baroque,b@b.com,abc,94070
945,secretagent,c@c.com,abc,94070
946,maryland,m@m.com,abc,21401
gg_code,gg_name
democ,"Democracy and Governance"
climate,"Climate Change"
animals,Animals
disaster,"Disaster Recovery"
rights,"Human Rights"
art,"Arts and Culture"
gender,"Women and Girls"
human,"Humanitarian Assistance"
hunger,Hunger
health,Health
env,Environment
edu,Education
tech,Technology
sport,Sport
ecdev,"Economic Development"
children,Children
finance,Microfinance
meetup_id,meetup_name
1,Arts
2,Business
3,Auto
4,Community
5,Dancing
6,Education
8,Fashion
9,Fitness
10,"Food & Drink"
11,Games
12,LGBT
13,Movements
14,Well-being
15,Crafts
16,Languages
17,Lifestyle
18,Literature
20,Films
21,Music
22,Spirituality
23,Outdoors
24,Paranormal
25,"Moms & Dads"
26,Pets
27,Photography
28,Beliefs
29,"Sci fi"
30,Singles
31,Social
32,Sports
33,Support
34,Tech
35,Women
